ID,PRICE
18510,630216.8471633343
18511,1609606.0959040953
18512,976353.4173035546
18513,440448.53269130574
18514,284895.7746798684
18515,481761.6792827825
18516,382952.63239493145
18517,248933.58330765628
18518,470329.18570384127
18519,372625.75907320814
18520,496089.9789707887
18521,849456.1197704859
18522,662406.0918075191
18523,682425.4461001072
18524,502049.1561481447
18525,519010.35846196645
18526,1223124.4440701723
18527,729156.3090336702
18528,605997.1262850654
18529,469750.6592120895
18530,442207.5827132191
18531,429792.67101056717
18532,603334.1560706405
18533,671391.6414458735
18534,698808.8899267752
18535,1093393.4500201228
18536,1130627.1248114463
18537,325072.2722785829
18538,306190.3612489673
18539,1844808.4993273932
18540,429063.318023108
18541,479402.7688811142
18542,1144075.435068349
18543,365037.4986293629
18544,298593.13444755337
18545,1218696.8540191902
18546,1062739.9855040577
18547,817387.7111576295
18548,1377265.5326741498
18549,510987.15691124566
18550,518989.4368336557
18551,617462.400361631
18552,365634.69518471975
18553,492877.54272310913
18554,524870.8626939977
18555,664588.7084479836
18556,425073.41963752365
18557,663222.0509531023
18558,1045405.9445830655
18559,764189.70168167
18560,621128.0559093055
18561,679017.6454383507
18562,555961.6378479454
18563,446492.58620642225
18564,401432.4091786195
18565,600070.5833820015
18566,358670.785273442
18567,985001.1908561644
18568,525773.6615865851
18569,846007.0432406907
18570,461751.5975635371
18571,506425.6842443512
18572,602271.106199293
18573,475700.2989145871
18574,794583.0384120863
18575,373123.1477155652
18576,924953.7458345097
18577,410199.77280055813
18578,242211.78203686955
18579,1425055.4905897963
18580,524182.32091257727
18581,397794.45286704646
18582,745928.1421265383
18583,407249.4153793221
18584,631635.3449367367
18585,656794.7693969117
18586,472353.15285267535
18587,373275.8091185903
18588,566771.1226596214
18589,431244.35123551724
18590,634172.7806600672
18591,716290.4369518977
18592,606746.961643608
18593,524727.1163124484
18594,862120.4635891304
18595,961503.7294775217
18596,291423.3215227854
18597,348488.0853243647
18598,602190.217367086
18599,985170.3567991803
18600,478819.1803426453
18601,277193.4871487773
18602,474647.14592453174
18603,495003.4805335822
18604,1538138.345012986
18605,810376.7383527207
18606,525094.4852169143
18607,1907175.1346731314
18608,285841.9221338072
18609,938506.3721341485
18610,548576.9697689053
18611,1579573.0636732234
18612,449352.2925121782
18613,1144926.4014513388
18614,728378.7513482146
18615,373454.00409565214
18616,621455.9037218746
18617,381190.4008218464
18618,766662.0684563885
18619,306163.29140304076
18620,359439.8100314353
18621,625415.9846051729
18622,377902.58330314903
18623,417888.8092121519
18624,849902.1324455256
18625,348267.3393677701
18626,467475.44139945775
18627,1228194.3929391806
18628,988313.4630074003
18629,1388677.4573918036
18630,773638.1528543278
18631,588847.9099790431
18632,731672.5879943682
18633,362121.9066095645
18634,741717.7789654676
18635,546433.904514233
18636,400331.2179303524
18637,588604.4737278068
18638,833053.224084523
18639,487230.31154625764
18640,488731.66178389394
18641,464785.1155560927
18642,398381.51725895685
18643,282999.01389127545
18644,599145.4593252653
18645,772860.0384179876
18646,1374290.050034464
18647,557895.388403498
18648,746768.4734969955
18649,617170.0951343854
18650,354284.7444046527
18651,134711.0661339152
18652,529184.1503932397
18653,508506.6202163168
18654,608994.7181049426
18655,847718.7851147071
18656,407449.2865266361
18657,556408.0363034039
18658,664467.9412181139
18659,492638.40469683596
18660,666470.3326961928
18661,416390.9034779078
18662,346615.5260803423
18663,471382.0401213391
18664,710590.8618121245
18665,489472.00773727905
18666,326152.14644882904
18667,268092.61090741947
18668,424747.07287236146
18669,690670.9207579729
18670,1167439.4377052959
18671,715528.586473534
18672,325167.3832272544
18673,447450.1658945698
18674,907348.6602713278
18675,564421.7416851224
18676,448542.8546478301
18677,332045.7245709521
18678,320179.3568868672
18679,866653.0719165623
18680,583886.1117409903
18681,351396.9316053134
18682,724382.8278473504
18683,406997.4885242624
18684,511793.899543678
18685,502656.56778703775
18686,510294.11096943315
18687,740767.2684855118
18688,536377.5183955659
18689,479661.6983357527
18690,584385.8017880592
18691,467766.01591237
18692,677139.6701428888
18693,605278.7933791113
18694,357265.66086145677
18695,661301.3236445938
18696,561416.7088516996
18697,322826.946522945
18698,559793.5183028555
18699,424369.71883734444
18700,737687.6407009717
18701,622457.3915273435
18702,594085.2025189064
18703,1035413.3781754981
18704,1284921.3486275994
18705,486192.1132097196
18706,321445.013049118
18707,760436.8495302461
18708,918057.5442314916
18709,486062.53740687895
18710,346532.2843746854
18711,439254.37175682955
18712,985377.5644013142
18713,566739.289143214
18714,416546.73868266266
18715,452512.5216891772
18716,327329.98995548935
18717,957066.6659820313
18718,569091.4933967539
18719,752725.223875238
18720,596145.3948023951
18721,492778.2191348025
18722,895345.9127004169
18723,716195.4573719298
18724,1199879.4804942505
18725,509481.1588743613
18726,309519.95340050873
18727,522435.18890459463
18728,455987.3642123363
18729,511910.5106521083
18730,861214.0197501718
18731,1478582.6002615422
18732,745754.9996641765
18733,342464.02513376076
18734,501310.6558710666
18735,786146.9531609986
18736,564048.1543334618
18737,1073943.2950776396
18738,476970.4617531706
18739,453743.3166739571
18740,759948.5481375362
18741,378062.4037661319
18742,382764.48826000514
18743,916834.9535834128
18744,443405.6277393519
18745,866155.8741132473
18746,572653.7924466026
18747,1189423.4167930735
18748,365535.45661393914
18749,674758.8170405175
18750,513611.61238655954
18751,581538.3332397839
18752,569292.8398710289
18753,900208.151972109
18754,722746.9108859389
18755,346179.6108868157
18756,947340.0382203374
18757,583018.6040088225
18758,1001221.5247288013
18759,558896.5716904656
18760,1832113.1095668222
18761,399075.9677457651
18762,1067883.6755820212
18763,296030.8661023629
18764,1756901.5062751004
18765,588017.8321639422
18766,592703.0984613881
18767,762137.5636313256
18768,665269.3404590283
18769,513518.2439859757
18770,527538.9367478937
18771,328287.75900404894
18772,569590.0943035622
18773,544167.5607218246
18774,1027018.6321019445
18775,449781.66852944955
18776,325639.92135546595
18777,395091.299430835
18778,734271.9307670834
18779,1316026.664984256
18780,2006470.6716683088
18781,529417.8330073596
18782,541212.4168078519
18783,358591.5819757188
18784,417102.81006151374
18785,635735.1848120214
18786,509496.2590936555
18787,377505.39183256234
18788,340556.59180849785
18789,363817.106491569
18790,524845.7383858251
18791,935589.8429554742
18792,475389.08750881854
18793,342031.7265009182
18794,443486.6275819992
18795,1303595.8855073384
18796,371176.66019916843
18797,562547.6903054741
18798,487190.94490904984
18799,457661.56209509366
18800,797760.6368251569
18801,391381.4852034601
18802,1226860.3671282262
18803,764989.5094503162
18804,279253.4616070537
18805,356282.7861902066
18806,438446.6052949442
18807,396748.5523037483
18808,903009.4568988951
18809,371890.65682299493
18810,495510.5697125539
18811,1069432.6732987165
18812,548399.8403486758
18813,1399758.8190970065
18814,478013.21260952635
18815,582255.0993671903
18816,255333.01281665004
18817,382179.7638328767
18818,358858.5463456816
18819,892649.3831406798
18820,328473.26614371693
18821,704361.9197367183
18822,793531.216846078
18823,696337.2056061224
18824,284229.98866208084
18825,434346.12243185996
18826,931410.649751999
18827,435791.6193396404
18828,616160.4441803339
18829,197674.30846626693
18830,816932.932911989
18831,451007.02164713765
18832,776956.2813023587
18833,833139.7914998328
18834,507109.4113975073
18835,556440.4354409407
18836,856534.1682927724
18837,725093.5721735042
18838,402711.1502352939
18839,1235164.4605007358
18840,287404.2534116199
18841,408230.5618434653
18842,911408.2980853418
18843,715721.6471892531
18844,402607.40817208966
18845,435983.27998485585
18846,621146.7688454129
18847,589818.5320226519
18848,370347.1491899212
18849,361847.9237253144
18850,760727.9587080107
18851,627166.5051906576
18852,472508.23820061755
18853,287427.16099768475
18854,355141.3912295092
18855,699807.4941548056
18856,552219.5723409689
18857,873949.4475065481
18858,464394.4152551343
18859,401885.05572551145
18860,669284.7807746786
18861,457892.1488778573
18862,772850.0612334391
18863,656368.9810465641
18864,811877.5689735126
18865,476464.5242611145
18866,353312.9251265865
18867,489924.19532053877
18868,276201.48105307145
18869,617735.0986734291
18870,460492.095369405
18871,433559.1961082983
18872,1593962.2766976375
18873,718548.6761580593
18874,325956.8955738987
18875,985107.7490168544
18876,300161.29991274857
18877,1122420.2154600392
18878,476526.24547927844
18879,891736.8907227516
18880,383484.9374471191
18881,707815.9745406634
18882,705156.2859398915
18883,426805.42949410743
18884,488392.07414145273
18885,1452370.4736033478
18886,453801.2272359542
18887,422079.89172319596
18888,573869.5753043365
18889,837385.0060192783
18890,519898.50324248563
18891,387686.79734079243
18892,1006617.9202591727
18893,431484.9568674219
18894,540933.3993414727
18895,803511.3009055102
18896,1535222.9812143957
18897,678442.3528524389
18898,334749.48689123685
18899,462477.1866665382
18900,399277.01173940446
18901,485912.0407570208
18902,580031.1225963049
18903,490879.85896685417
18904,406083.1622238673
18905,960537.678459836
18906,1332568.9782208146
18907,769684.9734482813
18908,339501.6223421698
18909,543561.2523889745
18910,1363234.7240377958
18911,436810.36936728377
18912,781796.1041113503
18913,569466.6402216516
18914,751417.2608378513
18915,690244.070665508
18916,433978.76813575154
18917,457314.63175587036
18918,515015.55731511576
18919,464890.22091547056
18920,552724.1672040278
18921,832892.084717517
18922,432565.63250946155
18923,1648053.3337425906
18924,661970.0706128094
18925,665296.2626839553
18926,844034.3259564164
18927,407738.13239858847
18928,782926.2305061341
18929,428615.5922616991
18930,389173.7883001265
18931,811397.5022952936
18932,819889.1955241398
18933,466998.4143917687
18934,1623852.860450504
18935,367107.35098016466
18936,918266.2600970861
18937,1570963.2885511997
18938,843524.8058979171
18939,763275.5329097022
18940,506588.7987823559
18941,555111.6213217537
18942,308115.9989988984
18943,739522.1458199844
18944,525824.202493876
18945,516736.7125665308
18946,315365.82891526556
18947,736088.8731082984
18948,507212.2312457509
18949,696337.2056061224
18950,902206.3858840747
18951,754300.1543534221
18952,1161347.4699277012
18953,303608.9838646924
18954,1210911.8282873384
18955,600306.6501097179
18956,516825.7489617986
18957,557837.3512549179
18958,657890.7477435837
18959,367122.6104935317
18960,592984.2066083546
18961,735460.603302544
18962,680889.4184440733
18963,705477.0063361984
18964,671884.2351334915
18965,274065.09103862935
18966,471588.3076940929
18967,275333.92412884947
18968,590697.7326878359
18969,384825.0308588296
18970,599145.4593252653
18971,442598.54249462363
18972,494611.4859929385
18973,325302.1510237051
18974,528680.4164167696
18975,1654389.7436172818
18976,393414.1984994703
18977,322473.40915253863
18978,1066312.86128905
18979,519464.0347804177
18980,416508.1394020196
18981,806200.9784593228
18982,773968.852048185
18983,479245.5460672867
18984,717405.731753456
18985,705870.8018331914
18986,810105.089176403
18987,1696597.6370139741
18988,698856.6075809463
18989,588775.5165161696
18990,315463.254311993
18991,527687.5593233957
18992,436851.5212535388
18993,1085163.7025879768
18994,456540.62133543176
18995,615650.2763416138
18996,555706.7644143208
18997,671462.8176726587
18998,1169618.429011671
18999,1654942.2483704393
19000,475085.3781987684
19001,1524633.176920762
19002,585120.9113060461
19003,308589.95309366233
19004,485081.4253557194
19005,924856.5784547105
19006,1046538.6332600012
19007,361780.41080272174
19008,522214.61088053277
19009,644553.6266451223
19010,459454.6008479611
19011,501718.6631192396
19012,659310.0659177973
19013,991812.9010468002
19014,456164.242816882
19015,534282.3764492511
19016,406830.70027087396
19017,1046583.776010006
19018,422135.442627934
19019,468813.86202792847
19020,982393.03939677
19021,420366.33176050073
19022,720070.1851375598
19023,371151.0397246725
19024,547057.3428266699
19025,276320.8417845562
19026,525773.6615865851
19027,384506.4124645669
19028,857201.54295772
19029,382404.32983628433
19030,648004.2777426802
19031,556788.1159022135
19032,388831.58176320745
19033,603101.7078267419
19034,621446.3262666268
19035,882521.9759822364
19036,541193.5294664403
19037,872483.2946177309
19038,429793.2076878149
19039,1064764.1867629879
19040,512067.6036811435
19041,1284976.7763614776
19042,515947.8559181203
19043,454221.6560417231
19044,462160.40694590576
19045,825618.8463889989
19046,454886.3742468593
19047,495590.56946493493
19048,1285735.2072750002
19049,817921.1301860631
19050,1530543.879300332
19051,1434711.356462629
19052,516379.0849419232
19053,324510.15318952285
19054,1679758.6964139694
19055,655451.0416369094
19056,950663.1715871547
19057,383730.03167237435
19058,1480863.491773837
19059,511367.11738194234
19060,812338.9087368815
19061,509498.91623493313
19062,349584.6708406845
19063,382296.49344062764
19064,346728.1419003294
19065,839629.2836136784
19066,742210.9942284477
19067,428531.557971083
19068,760230.7088143085
19069,648842.3884376901
19070,513518.2439859757
19071,1101919.911179163
19072,565939.5642524355
19073,482664.2152399091
19074,435691.1058558429
19075,516438.52879381896
19076,407462.66109245835
19077,903243.2809426249
19078,633603.3014535084
19079,636119.6847157489
19080,324847.2665421007
19081,873519.4874821341
19082,849632.8635401822
19083,348849.42387930374
19084,498133.09431304125
19085,891032.2079314793
19086,616430.0372140597
19087,325368.6151401314
19088,992435.6637260107
19089,577346.382988702
19090,406440.756707549
19091,377839.04243459896
19092,777572.5008695377
19093,311492.5537480929
19094,540131.0662334473
19095,859037.2439062833
19096,517352.506121011
19097,487578.2410316837
19098,464830.90741774417
19099,482707.62438869436
19100,497928.9485234725
19101,268625.36341359717
19102,740798.2116753019
19103,468156.49838051555
19104,279427.003839422
19105,472770.7222520411
19106,455634.10470386565
19107,614873.7496575677
19108,1424223.3536704418
19109,1228891.1266165753
19110,1566925.3228801864
19111,437755.6667064869
19112,586097.6822379738
19113,311162.7590656003
19114,1004421.3037507934
19115,574993.3068063797
19116,745447.027059893
19117,368618.6160199337
19118,278649.47677010146
19119,832022.1978064735
19120,437366.9739866676
19121,384183.43553072325
19122,741942.6686474995
19123,989742.4900402672
19124,894585.1339417108
19125,416803.25502988166
19126,499458.0343672346
19127,1090892.4842948953
19128,511533.853887135
19129,903449.1028137731
19130,560776.4160423611
19131,346408.34919677954
19132,975143.8380395926
19133,585715.4551939588
19134,645677.077288249
19135,392254.482046992
19136,753167.8468487734
19137,592365.9060479517
19138,576897.3379890312
19139,918077.4889976364
19140,442405.52593647974
19141,320911.315676787
19142,550407.0666301424
19143,573775.8685755079
19144,441223.413936482
19145,409470.147312074
19146,454856.39717875305
19147,767759.7240682347
19148,456704.109616653
19149,925041.6632772007
19150,351085.4909159552
19151,685634.3671289881
19152,939253.1012423057
19153,527894.6551639532
19154,772138.2266798144
19155,519898.50324248563
19156,732959.6467165356
19157,370754.07518375624
19158,775763.2478781266
19159,541189.7432205619
19160,388315.8698767921
19161,513253.7615026487
19162,1271093.3848542608
19163,597587.0228033443
19164,383472.8996242993
19165,674776.0795966422
19166,718701.9083127816
19167,517637.48552217043
19168,331914.84438988415
19169,451080.0221327125
19170,556551.1470152679
19171,594200.2245277375
19172,513441.17360766185
19173,532204.1136328316
19174,406550.2004105902
19175,206853.6736588234
19176,535523.5881522453
19177,545558.01704366
19178,1538874.7194017086
19179,1282101.7544944803
19180,431788.43407671776
19181,474571.5675850777
19182,1081294.5926992344
19183,916184.3592989675
19184,320373.6774613031
19185,387890.9889169741
19186,832491.6909545967
19187,518748.7818434586
19188,617767.9875828276
19189,341569.05911483837
19190,489848.18866680504
19191,687589.7697800689
19192,288728.198349706
19193,361234.5361442257
19194,373510.78784957924
19195,1349238.0024947303
19196,725727.0860098638
19197,427705.1409993953
19198,448933.43741070566
19199,1015847.9296309254
19200,401688.5425382328
19201,806130.5920061404
19202,1087917.194106209
19203,585715.4551939588
19204,1401377.8839740586
19205,613708.8957556956
19206,642932.7534157344
19207,528293.2695905088
19208,281529.39122183033
19209,1390601.3232514835
19210,435552.2591486445
19211,672723.8360666195
19212,761436.0106873779
19213,701044.9692124935
19214,385647.612767301
19215,432053.4713080975
19216,512590.4966881253
19217,416676.289323377
19218,754246.1642999735
19219,296632.2748410372
19220,1086082.1881642959
19221,470148.0527679753
19222,613709.3195072955
19223,516456.03059731727
19224,563138.5538638262
19225,366225.8194852596
19226,838593.2419465898
19227,289019.84086863365
19228,1419707.5243470012
19229,391525.8933304561
19230,417920.2833686733
19231,436201.5080748985
19232,444582.8188596909
19233,822188.4356993985
19234,1183925.9779020431
19235,575853.7921567258
19236,509983.4591729577
19237,525117.5943405636
19238,619259.8008762364
19239,333549.2913468553
19240,276895.18872164015
19241,1751610.3292159883
19242,527229.7761119374
19243,591117.0788690225
19244,591642.7822878842
19245,305143.2063115315
19246,1095043.9023320486
19247,422197.52830529603
19248,445248.9884148782
19249,1043516.3031737274
19250,365290.96859378327
19251,646650.2474134149
19252,844574.413352197
19253,521629.18253917777
19254,515378.49871140736
19255,673910.423730512
19256,824655.1823827954
19257,467082.7615072565
19258,532544.346836911
19259,366265.0638820278
19260,350336.6047958347
19261,768686.1154053262
19262,535476.4944057754
19263,780960.1054771699
19264,470566.8245004957
19265,330519.47174220276
19266,499408.1929372207
19267,536354.1658093425
19268,422599.65111364634
19269,406132.28904610255
19270,403603.67395965266
19271,479493.0099975039
19272,513759.0755500027
19273,1114875.1507351464
19274,316654.2767438892
19275,601482.9624146823
19276,459781.4630020308
19277,284138.8298904161
19278,619129.2956242645
19279,374571.6590931296
19280,496412.07727029396
19281,225717.9317772393
19282,292557.7905039062
19283,679512.738840587
19284,874509.6730308982
19285,280533.2805131721
19286,790146.762246373
19287,493146.5576182636
19288,1142312.4946515888
19289,1186518.7648326256
19290,774192.7547054619
19291,592481.3654275844
19292,604880.5358463324
19293,435250.3977758883
19294,396802.55739686335
19295,813932.7884377654
19296,470462.5287191151
19297,332871.4500049363
19298,1155854.5678434547
19299,569938.6876326444
19300,745797.2358189479
19301,844720.4158970907
19302,448982.81762099714
19303,806848.5595854378
19304,775984.7859676984
19305,668894.3623921114
19306,1662142.4795993138
19307,1526694.0295602267
19308,414405.9789818752
19309,551945.1899664239
19310,716740.718494089
19311,754398.0622661245
19312,1168299.6118009079
19313,1588567.6125511182
19314,446656.05529098725
19315,779028.61539489
19316,555428.4446570422
19317,359721.2095479302
19318,530405.9622309946
19319,353134.46773193014
19320,621236.074564359
19321,1799901.2574157598
19322,1335885.1383749153
19323,343946.06965331367
19324,444251.12385528424
19325,321133.3979740522
19326,898622.7566501081
19327,390403.72017349367
19328,1505777.565851646
19329,535860.4417247002
19330,562245.9909069659
19331,703138.5528129694
19332,441870.3418092504
19333,1188390.2165272038
19334,334767.5460812884
19335,475556.87732809794
19336,1501085.3154786692
19337,360320.2128972793
19338,877533.3911544606
19339,382043.92870973685
19340,1337663.7080201793
19341,669865.2498271279
19342,440231.02735052677
19343,608702.2151988428
19344,779465.8746793655
19345,674285.2199304117
19346,726409.6038989767
19347,302679.1011007098
19348,737177.9652173423
19349,636510.4406602654
19350,372776.97512078186
19351,821248.3018378624
19352,1000708.4508242859
19353,762068.6601453522
19354,471950.86223775276
19355,1269451.9930815669
19356,430066.2325665313
19357,419510.3056375817
19358,572122.7528172742
19359,402964.7276594593
19360,595645.5935771898
19361,524191.6366580221
19362,640011.3869667647
19363,585631.7429224643
19364,617998.0934798052
19365,534282.3764492511
19366,949457.4684889583
19367,359633.28596419113
19368,313513.3181494567
19369,1961833.7809748226
19370,361333.09810381616
19371,643245.5863619158
19372,412013.7560537183
19373,1237138.2429393192
19374,297772.6485847508
19375,428958.35342960723
19376,393906.1170605166
19377,419064.76964659523
19378,388482.0757845132
19379,586829.9361857084
19380,417628.2495524513
19381,430372.57896022295
19382,1059144.1264059541
19383,457953.4127151705
19384,1139910.4557181734
19385,308888.6303852983
19386,1142550.366774694
19387,298459.8676329892
19388,422401.90200840664
19389,549469.7757150976
19390,540391.8356443152
19391,389535.9966876996
19392,959034.9445994936
19393,935454.9063456336
19394,390992.2379628818
19395,545336.861701079
19396,820604.5802453713
19397,516364.58301193
19398,506892.4971968619
19399,716249.6551525454
19400,1522498.2593232922
19401,437833.3329557817
19402,392508.9316136837
19403,393572.44557033305
19404,528033.9512598835
19405,291351.69765883894
19406,1235539.4308736904
19407,1306074.621230227
19408,499918.16595754895
19409,504192.28461939964
19410,559009.2323116557
19411,265249.2248870638
19412,816710.3163569334
19413,593284.981723997
19414,1196525.733999388
19415,984132.0774967911
19416,383417.3278791016
19417,705360.2400354454
19418,406839.83766801504
19419,1656337.2968635913
19420,751603.7569581418
19421,1034080.630175336
19422,541577.5165732341
19423,1382077.326736163
19424,302540.51067209657
19425,451805.00874811976
19426,730951.6350086374
19427,682252.6686693624
19428,394659.08004992636
19429,341369.5662484706
19430,702720.5583460937
19431,950394.5450662348
19432,724309.9065968622
19433,924090.9902273548
19434,263046.8171664353
19435,333380.59982483304
19436,695229.11035701
19437,609005.4701550591
19438,415900.14442993875
19439,660085.5505898746
19440,523713.1553552319
19441,985036.2563216105
19442,1002951.0435049267
19443,374016.4964868343
19444,1079101.7311254998
19445,409029.3185596275
19446,1359331.3443389428
19447,599031.9482220646
19448,879719.2748386674
19449,1683231.2402685801
19450,427801.43932175956
19451,592168.5647596036
19452,597570.9819970047
19453,462085.28576568724
19454,453488.6498510492
19455,421838.9700585314
19456,473136.73901751766
19457,977549.7468848355
19458,315158.55458787957
19459,563593.565390256
19460,957679.4064637312
19461,399630.14830688393
19462,802491.2459348536
19463,1651525.0321885948
19464,828847.9450464088
19465,367290.4084824311
19466,592749.5842229052
19467,876299.0858267077
19468,1988737.87910923
19469,669229.2464170939
19470,501938.69376097026
19471,305572.67909015383
19472,704601.7228601343
19473,563256.0909367476
19474,809711.0410658328
19475,649150.9147964802
19476,807327.3846867803
19477,869739.1128711662
