ID,PRICE
18510,566530.0
18511,1571390.0
18512,915150.0
18513,471108.0
18514,252800.0
18515,487007.2
18516,358385.0
18517,282165.42
18518,473306.76
18519,378860.0
18520,459649.0
18521,983302.5
18522,607204.0
18523,643830.0
18524,442563.88
18525,482629.68
18526,1390110.0
18527,690972.5
18528,608239.93
18529,464095.0
18530,408346.5
18531,448152.5
18532,650925.0
18533,682080.0
18534,537170.0
18535,1022605.0
18536,1164999.0
18537,358497.05
18538,319015.0
18539,1943095.0
18540,465711.0
18541,431480.0
18542,1238997.5
18543,307419.52
18544,240689.0
18545,1379757.38
18546,989705.0
18547,858910.0
18548,1578820.0
18549,627802.5
18550,546915.0
18551,645516.25
18552,407150.5
18553,417325.0
18554,509173.0
18555,717095.0
18556,447558.0
18557,677735.0
18558,1022025.0
18559,760000.0
18560,575370.0
18561,765105.5
18562,537270.0
18563,414364.0
18564,432140.0
18565,489077.5
18566,344025.0
18567,975520.0
18568,498025.0
18569,868400.0
18570,497025.0
18571,561160.0
18572,523403.9
18573,517050.0
18574,738830.0
18575,381035.01
18576,944375.0
18577,409377.2
18578,391485.0
18579,1579907.5
18580,522895.0
18581,425540.0
18582,761060.0
18583,326880.5
18584,628239.68
18585,644728.0
18586,475985.0
18587,306025.0
18588,590967.0
18589,403515.0
18590,591060.0
18591,611165.0
18592,613300.0
18593,532080.0
18594,933610.0
18595,1262141.4
18596,303460.0
18597,320473.7
18598,600625.0
18599,935681.42
18600,514529.5
18601,287930.44
18602,478775.0
18603,455817.0
18604,1563505.0
18605,758755.0
18606,551540.01
18607,2111800.0
18608,291650.0
18609,1093932.5
18610,558275.0
18611,1533019.9
18612,428495.0
18613,1127121.14
18614,762575.0
18615,339950.04
18616,614995.0
18617,406980.0
18618,847455.0
18619,320219.5
18620,384950.0
18621,631970.0
18622,353655.0
18623,417455.0
18624,957620.2
18625,347450.0
18626,548330.0
18627,1240282.5
18628,937525.0
18629,1368786.66
18630,764536.25
18631,630602.5
18632,826550.0
18633,343301.25
18634,766985.0
18635,500010.0
18636,392247.0
18637,645634.99
18638,648210.0
18639,512205.75
18640,457823.0
18641,413217.5
18642,428385.0
18643,208285.0
18644,574280.0
18645,710901.0
18646,1425640.05
18647,548820.0
18648,728685.0
18649,530840.0
18650,372555.0
18651,142963.5
18652,546787.0
18653,531047.5
18654,613987.5
18655,786055.0
18656,329870.0
18657,550099.9
18658,677946.2
18659,442545.0
18660,690560.63
18661,428735.75
18662,335406.47
18663,459571.0
18664,730485.0
18665,537187.5
18666,295720.0
18667,235210.0
18668,464117.5
18669,734670.0
18670,1135802.5
18671,736644.5
18672,314067.0
18673,456020.0
18674,802660.0
18675,594540.21
18676,459005.0
18677,309880.0
18678,303900.71
18679,778522.63
18680,533505.0
18681,331247.0
18682,765370.0
18683,422465.0
18684,495342.76
18685,562343.5
18686,529675.55
18687,626761.64
18688,572487.5
18689,507800.0
18690,605690.0
18691,750075.0
18692,452720.0
18693,660137.68
18694,336358.55
18695,740183.0
18696,620310.03
18697,312628.0
18698,584715.0
18699,377745.0
18700,722272.6
18701,607942.5
18702,616547.22
18703,1043651.94
18704,1100755.0
18705,490352.0
18706,377794.04
18707,689255.0
18708,961710.0
18709,446552.5
18710,348459.87
18711,513045.0
18712,914667.88
18713,479035.0
18714,425744.0
18715,450378.0
18716,297940.0
18717,1053825.4
18718,553741.25
18719,821071.5
18720,577080.0
18721,528660.0
18722,869805.0
18723,706170.0
18724,1140004.44
18725,442840.0
18726,293701.0
18727,521190.0
18728,440471.63
18729,436260.0
18730,878975.0
18731,1460700.0
18732,738820.0
18733,356360.0
18734,490215.0
18735,782715.0
18736,589650.01
18737,1106985.0
18738,493937.3
18739,386505.0
18740,513855.0
18741,416205.0
18742,352965.9
18743,1053308.75
18744,519960.0
18745,772940.0
18746,554790.0
18747,1170285.0
18748,405183.0
18749,607375.0
18750,473332.5
18751,631714.0
18752,536410.6
18753,940287.5
18754,709093.76
18755,372020.0
18756,882632.5
18757,561125.0
18758,984270.0
18759,568819.21
18760,1967621.12
18761,405435.0
18762,984455.0
18763,306284.9
18764,1690825.0
18765,551135.0
18766,595455.0
18767,787950.0
18768,666697.5
18769,496499.5
18770,539630.0
18771,385959.0
18772,574862.5
18773,584485.0
18774,866071.25
18775,493002.5
18776,313385.0
18777,415610.0
18778,859595.0
18779,1414245.0
18780,1987706.0
18781,540031.0
18782,564020.0
18783,341150.0
18784,404898.4
18785,737840.0
18786,504035.0
18787,420385.0
18788,289375.0
18789,327515.0
18790,504123.5
18791,875985.0
18792,526545.0
18793,353169.0
18794,412915.0
18795,1350660.0
