ID,PRICE
18510,551552.9801529797
18511,1561592.401420428
18512,1042031.7120832003
18513,484343.3726978315
18514,263000.3522839344
18515,600902.499486787
18516,339128.91303550894
18517,293299.08378508757
18518,438192.08558597637
18519,393247.10641752125
18520,437023.3436441565
18521,949135.9387282309
18522,609124.1350564878
18523,703348.1510020915
18524,414411.6750329741
18525,440694.3438108052
18526,1456885.181487962
18527,667108.9072570722
18528,652225.5468206276
18529,424195.30040550313
18530,393153.0367571414
18531,417031.2605797761
18532,579697.6677570172
18533,684162.6894622211
18534,670426.7149150746
18535,1047944.5391975251
18536,1240521.4754848743
18537,373974.04698390956
18538,352829.46845515276
18539,1782505.3210354326
18540,418946.79195998854
18541,559302.4869194387
18542,1467709.3176465374
18543,461635.2061542788
18544,270467.9080540895
18545,1439684.8494772583
18546,995333.1047142615
18547,794435.2195746196
18548,1413353.4246735664
18549,537632.6542386983
18550,550735.2380173727
18551,739854.5278434028
18552,412262.6735957979
18553,395027.9284828795
18554,483127.5431152043
18555,640820.836321191
18556,452461.51255892706
18557,666009.9181290362
18558,950226.7214246185
18559,860167.5417606733
18560,670195.9462006476
18561,775949.5288649296
18562,581468.0906589993
18563,418135.23444650095
18564,439255.2154437703
18565,592725.6061151864
18566,363895.1097945444
18567,1036820.0035190423
18568,509344.71939209115
18569,910235.5954655238
18570,506772.5805130646
18571,723469.1702022739
18572,640238.2030264203
18573,605341.8149528772
18574,787987.043736018
18575,329766.5119939525
18576,858041.8628180436
18577,441216.6762837302
18578,382508.064314342
18579,1462278.1758252953
18580,576770.2430321029
18581,463839.8082146261
18582,678690.3255937396
18583,431630.1290255948
18584,530314.2586878445
18585,701682.7184459305
18586,511170.8271846772
18587,404696.9195797797
18588,521293.88656609814
18589,413351.2830901236
18590,541287.4232879609
18591,609674.6120651434
18592,603561.7806835336
18593,511561.0321767173
18594,840820.553970086
18595,1228287.5061026788
18596,281962.9073681027
18597,341714.76573173783
18598,571763.7077372776
18599,978494.4133590922
18600,511796.5633410216
18601,299177.98001695756
18602,463684.75020751206
18603,430676.4853147073
18604,1415236.194401081
18605,730883.2888052944
18606,531092.6090234831
18607,1969589.4113000303
18608,298584.3560334665
18609,1018125.2236440006
18610,622912.301691781
18611,1555482.3923277513
18612,426716.90902255976
18613,973276.503318038
18614,772129.1530205897
18615,341586.266137989
18616,567849.6090937612
18617,381370.55345777643
18618,869123.7826614989
18619,310812.3140815437
18620,399013.1485654019
18621,582593.1416741263
18622,466817.2711973088
18623,438435.0635572682
18624,960867.7364299265
18625,377461.73065409815
18626,526322.9631233559
18627,1457058.7539265824
18628,1011217.017154773
18629,1390686.642151316
18630,638122.9644780082
18631,585569.9451140115
18632,746105.9414058331
18633,372328.9360516848
18634,843063.3271506211
18635,565402.1788455409
18636,394847.11328689696
18637,820208.1187380817
18638,826523.5020034051
18639,543038.1839900381
18640,563951.8000020724
18641,403998.1156738547
18642,395246.6155834355
18643,403597.5697262635
18644,611932.5836219105
18645,720237.0677489388
18646,1296021.1407998253
18647,485153.03438834357
18648,730493.6141924703
18649,447353.6803305744
18650,391916.77006039646
18651,126965.59971213643
18652,556144.3420124501
18653,527307.2592124636
18654,669164.5166888002
18655,817265.1989463463
18656,362278.3495397518
18657,554620.5473939233
18658,709777.9434027047
18659,523209.2087462559
18660,636083.5233945424
18661,346463.5903366897
18662,372116.3512563321
18663,440529.85257398273
18664,616562.1337606267
18665,518900.53926547745
18666,346730.0256637232
18667,262518.45070451323
18668,396890.37906371546
18669,726887.3561299804
18670,1235992.412887061
18671,649450.8809728776
18672,361853.6192504311
18673,531689.2288257421
18674,763740.5380865852
18675,524962.8868562528
18676,560456.7616201594
18677,265020.5636370503
18678,350780.5590990506
18679,729242.4133968434
18680,558150.5607930183
18681,329768.9659416212
18682,815318.9641997723
18683,408670.5820140924
18684,520459.4709400288
18685,517753.76645753224
18686,495713.5789391118
18687,689018.9191538325
18688,603934.5698787166
18689,527001.6952880733
18690,606694.902631869
18691,729817.806980742
18692,459909.6835268103
18693,600884.4846671268
18694,430324.9486734306
18695,732629.8080558858
18696,606681.2353463498
18697,339811.10999541875
18698,552156.4729213789
18699,400845.82254100125
18700,676552.9723771659
18701,586507.621856721
18702,565575.8023896596
18703,979673.5261323452
18704,1213412.4011596
18705,489957.31984610227
18706,373157.5824790265
18707,698161.7759705007
18708,733276.6956337633
18709,394901.0348016939
18710,429090.9832632773
18711,408006.77099041385
18712,810175.9399061447
18713,441034.78713038116
18714,400093.655676409
18715,443513.36931780935
18716,335320.04095049796
18717,1128393.8791532782
18718,510857.3826067192
18719,821331.6775905412
18720,556328.3612350217
18721,532654.4035040069
18722,847561.8618622884
18723,735882.4867375027
18724,1096744.038137281
18725,394924.0078586117
18726,330142.7898640276
18727,489071.3426660949
18728,469424.46498276154
18729,400896.0695140983
18730,854691.0667083988
18731,1409408.8126416977
18732,847536.6461574
18733,367554.7267676266
18734,492827.64477041253
18735,747767.9794605906
18736,544437.8801303431
18737,975232.7576094251
18738,369993.25165125384
18739,363034.51795841265
18740,547559.2648621241
18741,411346.77409826516
18742,363546.0525198076
18743,984712.1499851906
18744,362398.9038535573
18745,755887.1620151602
18746,564641.9604935602
18747,1018007.0290284615
18748,397230.0751637089
18749,634232.6059607246
18750,492370.10925651423
18751,636196.8161173176
18752,537889.6155527495
18753,950295.2791191346
18754,712930.1963865896
18755,336012.0781247342
18756,763102.5915767271
18757,604760.7851418495
18758,901216.3097893522
18759,526409.7592447788
18760,1875867.3924362545
18761,456760.1509213993
18762,1087684.8029619912
18763,331919.05583533813
18764,1813274.7303580567
18765,416833.8505543542
18766,604761.6524282694
18767,793187.4453363467
18768,557668.5362471084
18769,503361.7774517774
18770,547172.308460226
18771,388313.58274626
18772,693867.8809345389
18773,591533.5830664893
18774,1073832.933495517
18775,447424.48818605265
18776,324551.0737369217
18777,436619.328064251
18778,666014.8588782841
18779,1444685.0504033533
18780,2051475.5147308127
18781,569334.5897418148
18782,604017.2673063924
18783,391081.96967896173
18784,380090.5369107602
18785,723218.7730944093
18786,483482.8381537538
18787,371583.7871189537
18788,365989.92261201405
18789,404100.9063036798
18790,500931.5277414246
18791,911742.4518386758
18792,508936.5046632835
18793,346905.28367666155
18794,398466.46372276766
18795,1099543.687695249
18796,423379.26721707097
18797,604663.9421103052
18798,436943.9550205343
18799,461925.4304817963
18800,754910.9337419397
